method,structure_number,first_measurement_year,observation_year,reconstruction_year,source_file
4,100000210106013,1997,2015,2014,NBI_2015_Delimited_AllStates.txt
4,100000210106014,1997,2015,2014,NBI_2015_Delimited_AllStates.txt
4,550068,1999,2012,2009,NBI_2012_Delimited_AllStates.txt
4,550068,1999,2013,2009,NBI_2013_Delimited_AllStates.txt
4,550068,1999,2014,2009,NBI_2014_Delimited_AllStates.txt
4,550068,1999,2015,2009,NBI_2015_Delimited_AllStates.txt
4,550068,1999,2016,2009,NBI_2016_Delimited_AllStates.txt
4,550068,1999,2017,2009,NBI_2017_Delimited_AllStates.txt
4,550068,1999,2018,2009,NBI_2018_Delimited_AllStates.txt
4,550068,1999,2019,2009,NBI_2019_Delimited_AllStates.txt
4,550068,1999,2020,2009,NBI_2020_Delimited_AllStates.txt
4,550068,1999,2021,2009,NBI_2021_Delimited_AllStates.txt
4,550085,1999,2012,2009,NBI_2012_Delimited_AllStates.txt
4,550085,1999,2013,2009,NBI_2013_Delimited_AllStates.txt
4,550085,1999,2014,2009,NBI_2014_Delimited_AllStates.txt
4,550085,1999,2015,2009,NBI_2015_Delimited_AllStates.txt
4,550085,1999,2016,2009,NBI_2016_Delimited_AllStates.txt
4,550085,1999,2017,2009,NBI_2017_Delimited_AllStates.txt
4,550085,1999,2018,2009,NBI_2018_Delimited_AllStates.txt
4,550085,1999,2019,2009,NBI_2019_Delimited_AllStates.txt
4,550085,1999,2020,2009,NBI_2020_Delimited_AllStates.txt
4,550085,1999,2021,2009,NBI_2021_Delimited_AllStates.txt
4,730013,1999,2004,2002,NBI_2004_Delimited_AllStates.txt
4,730013,1999,2005,2002,NBI_2005_Delimited_AllStates.txt
4,730013,1999,2006,2002,NBI_2006_Delimited_AllStates.txt
4,730013,1999,2007,2002,NBI_2007_Delimited_AllStates.txt
4,730013,1999,2008,2002,NBI_2008_Delimited_AllStates.txt
4,730013,1999,2009,2002,NBI_2009_Delimited_AllStates.txt
4,730013,1999,2010,2002,NBI_2010_Delimited_AllStates.txt
4,730013,1999,2011,2002,NBI_2011_Delimited_AllStates.txt
4,730013,1999,2012,2002,NBI_2012_Delimited_AllStates.txt
4,730013,1999,2013,2002,NBI_2013_Delimited_AllStates.txt
4,730013,1999,2014,2002,NBI_2014_Delimited_AllStates.txt
4,730013,1999,2015,2002,NBI_2015_Delimited_AllStates.txt
4,730013,1999,2016,2002,NBI_2016_Delimited_AllStates.txt
4,730013,1999,2017,2002,NBI_2017_Delimited_AllStates.txt
4,730013,1999,2018,2002,NBI_2018_Delimited_AllStates.txt
4,730013,1999,2019,2002,NBI_2019_Delimited_AllStates.txt
4,730013,1999,2020,2002,NBI_2020_Delimited_AllStates.txt
4,730013,1999,2021,2002,NBI_2021_Delimited_AllStates.txt
4,730013,1999,2022,2002,NBI_2022_Delimited_AllStates.txt
4,730013,1999,2023,2002,NBI_2023_Delimited_AllStates.txt
4,730013,1999,2024,2002,NBI_2024_Delimited_AllStates.txt
4,730013,1999,2025,2002,NBI_2025_Delimited_AllStates.txt
4,730053,1999,2003,2002,NBI_2003_Delimited_AllStates.txt
4,730053,1999,2004,2002,NBI_2004_Delimited_AllStates.txt
4,730053,1999,2005,2002,NBI_2005_Delimited_AllStates.txt
4,730053,1999,2006,2002,NBI_2006_Delimited_AllStates.txt
4,730053,1999,2007,2002,NBI_2007_Delimited_AllStates.txt
4,730053,1999,2008,2002,NBI_2008_Delimited_AllStates.txt
4,730053,1999,2009,2002,NBI_2009_Delimited_AllStates.txt
4,790033,1999,2001,2000,NBI_2001_Delimited_AllStates.txt
4,790033,1999,2002,2000,NBI_2002_Delimited_AllStates.txt
4,790033,1999,2003,2000,NBI_2003_Delimited_AllStates.txt
4,790033,1999,2004,2000,NBI_2004_Delimited_AllStates.txt
4,790033,1999,2005,2000,NBI_2005_Delimited_AllStates.txt
4,790033,1999,2006,2000,NBI_2006_Delimited_AllStates.txt
4,790033,1999,2007,2000,NBI_2007_Delimited_AllStates.txt
4,790033,1999,2008,2000,NBI_2008_Delimited_AllStates.txt
4,790033,1999,2009,2000,NBI_2009_Delimited_AllStates.txt
4,790033,1999,2010,2000,NBI_2010_Delimited_AllStates.txt
4,790033,1999,2011,2000,NBI_2011_Delimited_AllStates.txt
4,790033,1999,2012,2000,NBI_2012_Delimited_AllStates.txt
4,790033,1999,2013,2000,NBI_2013_Delimited_AllStates.txt
4,790033,1999,2014,2000,NBI_2014_Delimited_AllStates.txt
4,790034,1999,2001,2000,NBI_2001_Delimited_AllStates.txt
4,790034,1999,2002,2000,NBI_2002_Delimited_AllStates.txt
4,790034,1999,2003,2000,NBI_2003_Delimited_AllStates.txt
4,790034,1999,2004,2000,NBI_2004_Delimited_AllStates.txt
4,790034,1999,2005,2000,NBI_2005_Delimited_AllStates.txt
4,790034,1999,2006,2000,NBI_2006_Delimited_AllStates.txt
4,790034,1999,2007,2000,NBI_2007_Delimited_AllStates.txt
4,790034,1999,2008,2000,NBI_2008_Delimited_AllStates.txt
4,790034,1999,2009,2000,NBI_2009_Delimited_AllStates.txt
4,790034,1999,2010,2000,NBI_2010_Delimited_AllStates.txt
4,790034,1999,2011,2000,NBI_2011_Delimited_AllStates.txt
4,790034,1999,2012,2000,NBI_2012_Delimited_AllStates.txt
4,790034,1999,2013,2000,NBI_2013_Delimited_AllStates.txt
4,790034,1999,2014,2000,NBI_2014_Delimited_AllStates.txt
4,860008,1999,2002,2001,NBI_2002_Delimited_AllStates.txt
4,860008,1999,2003,2001,NBI_2003_Delimited_AllStates.txt
4,930029,1999,2015,2013,NBI_2015_Delimited_AllStates.txt
4,930029,1999,2016,2013,NBI_2016_Delimited_AllStates.txt
4,930029,1999,2017,2013,NBI_2017_Delimited_AllStates.txt
4,930029,1999,2018,2013,NBI_2018_Delimited_AllStates.txt
4,930029,1999,2019,2013,NBI_2019_Delimited_AllStates.txt
4,930029,1999,2020,2013,NBI_2020_Delimited_AllStates.txt
4,930029,1999,2021,2013,NBI_2021_Delimited_AllStates.txt
4,930064,1999,2005,2002,NBI_2005_Delimited_AllStates.txt
4,930064,1999,2006,2002,NBI_2006_Delimited_AllStates.txt
4,930064,1999,2007,2002,NBI_2007_Delimited_AllStates.txt
4,930064,1999,2008,2002,NBI_2008_Delimited_AllStates.txt
4,930064,1999,2009,2002,NBI_2009_Delimited_AllStates.txt
4,930398,1999,2022,2019,NBI_2022_Delimited_AllStates.txt
4,930398,1999,2023,2019,NBI_2023_Delimited_AllStates.txt
4,930398,1999,2024,2019,NBI_2024_Delimited_AllStates.txt
4,930398,1999,2025,2019,NBI_2025_Delimited_AllStates.txt
4,930439,1999,2010,2005,NBI_2010_Delimited_AllStates.txt
4,930439,1999,2011,2005,NBI_2011_Delimited_AllStates.txt
4,930439,1999,2012,2005,NBI_2012_Delimited_AllStates.txt
4,930439,1999,2013,2005,NBI_2013_Delimited_AllStates.txt
4,930439,1999,2014,2005,NBI_2014_Delimited_AllStates.txt
4,930439,1999,2015,2005,NBI_2015_Delimited_AllStates.txt
4,050951,2000,2004,2003,NBI_2004_Delimited_AllStates.txt
4,720243,2001,2018,2017,NBI_2018_Delimited_AllStates.txt
4,720243,2001,2019,2017,NBI_2019_Delimited_AllStates.txt
4,720244,2001,2018,2017,NBI_2018_Delimited_AllStates.txt
4,720244,2001,2019,2017,NBI_2019_Delimited_AllStates.txt
4,870643,2001,2005,2004,NBI_2005_Delimited_AllStates.txt
4,870643,2001,2006,2004,NBI_2006_Delimited_AllStates.txt
4,870643,2001,2007,2004,NBI_2007_Delimited_AllStates.txt
4,870643,2001,2008,2004,NBI_2008_Delimited_AllStates.txt
4,870643,2001,2009,2004,NBI_2009_Delimited_AllStates.txt
4,870643,2001,2010,2004,NBI_2010_Delimited_AllStates.txt
4,DAPPACSHA0B1608,2008,2018,2015,NBI_2018_Delimited_AllStates.txt
4,DAPPACSHA0B1608,2008,2019,2015,NBI_2019_Delimited_AllStates.txt
4,DAPPACSHA0B1608,2008,2020,2015,NBI_2020_Delimited_AllStates.txt
4,DAPPACSHA0B1608,2008,2021,2015,NBI_2021_Delimited_AllStates.txt
4,000111115007005,2015,2018,2017,NBI_2018_Delimited_AllStates.txt
4,000111115007005,2015,2019,2017,NBI_2019_Delimited_AllStates.txt
4,000111115007005,2015,2020,2017,NBI_2020_Delimited_AllStates.txt
4,000111115007005,2015,2021,2017,NBI_2021_Delimited_AllStates.txt
4,000111115007005,2015,2022,2017,NBI_2022_Delimited_AllStates.txt
4,000111115007005,2015,2023,2017,NBI_2023_Delimited_AllStates.txt
4,000111115007005,2015,2024,2017,NBI_2024_Delimited_AllStates.txt
3,000000JE0000000,1997,2016,2015,NBI_2016_Delimited_AllStates.txt
3,079996000000000,1997,2003,2001,NBI_2003_Delimited_AllStates.txt
3,079996000000000,1997,2004,2001,NBI_2004_Delimited_AllStates.txt
3,079996000000000,1997,2005,2001,NBI_2005_Delimited_AllStates.txt
3,079996000000000,1997,2006,2001,NBI_2006_Delimited_AllStates.txt
3,079996000000000,1997,2007,2001,NBI_2007_Delimited_AllStates.txt
3,079996000000000,1997,2008,2001,NBI_2008_Delimited_AllStates.txt
3,079996000000000,1997,2009,2001,NBI_2009_Delimited_AllStates.txt
3,079996000000000,1997,2010,2001,NBI_2010_Delimited_AllStates.txt
3,079996000000000,1997,2011,2001,NBI_2011_Delimited_AllStates.txt
3,079996000000000,1997,2012,2001,NBI_2012_Delimited_AllStates.txt
3,079996000000000,1997,2013,2001,NBI_2013_Delimited_AllStates.txt
3,079996000000000,1997,2014,2001,NBI_2014_Delimited_AllStates.txt
3,079996000000000,1997,2015,2001,NBI_2015_Delimited_AllStates.txt
3,079996000000000,1997,2016,2001,NBI_2016_Delimited_AllStates.txt
3,079996000000000,1997,2017,2001,NBI_2017_Delimited_AllStates.txt
3,079996000000000,1997,2018,2001,NBI_2018_Delimited_AllStates.txt
3,080013000000000,1997,2003,2001,NBI_2003_Delimited_AllStates.txt
3,080013000000000,1997,2004,2001,NBI_2004_Delimited_AllStates.txt
3,080013000000000,1997,2005,2001,NBI_2005_Delimited_AllStates.txt
3,080013000000000,1997,2006,2001,NBI_2006_Delimited_AllStates.txt
3,080013000000000,1997,2007,2001,NBI_2007_Delimited_AllStates.txt
3,080013000000000,1997,2008,2001,NBI_2008_Delimited_AllStates.txt
3,080013000000000,1997,2009,2001,NBI_2009_Delimited_AllStates.txt
3,080013000000000,1997,2010,2001,NBI_2010_Delimited_AllStates.txt
3,080013000000000,1997,2011,2001,NBI_2011_Delimited_AllStates.txt
3,080013000000000,1997,2012,2001,NBI_2012_Delimited_AllStates.txt
3,080013000000000,1997,2013,2001,NBI_2013_Delimited_AllStates.txt
3,080013000000000,1997,2014,2001,NBI_2014_Delimited_AllStates.txt
3,080013000000000,1997,2015,2001,NBI_2015_Delimited_AllStates.txt
3,080013000000000,1997,2016,2001,NBI_2016_Delimited_AllStates.txt
3,080013000000000,1997,2017,2001,NBI_2017_Delimited_AllStates.txt
3,080013000000000,1997,2018,2001,NBI_2018_Delimited_AllStates.txt
3,080479000000000,1997,2005,2003,NBI_2005_Delimited_AllStates.txt
3,080479000000000,1997,2006,2003,NBI_2006_Delimited_AllStates.txt
3,080776000000000,1997,2020,2015,NBI_2020_Delimited_AllStates.txt
3,080776000000000,1997,2021,2015,NBI_2021_Delimited_AllStates.txt
3,080901000000000,1997,2001,1998,NBI_2001_Delimited_AllStates.txt
3,080901000000000,1997,2002,1998,NBI_2002_Delimited_AllStates.txt
3,080901000000000,1997,2003,1998,NBI_2003_Delimited_AllStates.txt
3,080901000000000,1997,2004,1998,NBI_2004_Delimited_AllStates.txt
3,080901000000000,1997,2005,1998,NBI_2005_Delimited_AllStates.txt
3,080901000000000,1997,2006,1998,NBI_2006_Delimited_AllStates.txt
3,080901000000000,1997,2007,1998,NBI_2007_Delimited_AllStates.txt
3,080909000000000,1997,2004,2002,NBI_2004_Delimited_AllStates.txt
3,080909000000000,1997,2005,2002,NBI_2005_Delimited_AllStates.txt
3,080976000000000,1997,2007,2005,NBI_2007_Delimited_AllStates.txt
3,080976000000000,1997,2008,2005,NBI_2008_Delimited_AllStates.txt
3,080976000000000,1997,2009,2005,NBI_2009_Delimited_AllStates.txt
3,080976000000000,1997,2010,2005,NBI_2010_Delimited_AllStates.txt
3,080976000000000,1997,2011,2005,NBI_2011_Delimited_AllStates.txt
3,080976000000000,1997,2012,2005,NBI_2012_Delimited_AllStates.txt
3,080976000000000,1997,2013,2005,NBI_2013_Delimited_AllStates.txt
3,080976000000000,1997,2014,2005,NBI_2014_Delimited_AllStates.txt
3,080976000000000,1997,2015,2005,NBI_2015_Delimited_AllStates.txt
3,080976000000000,1997,2016,2005,NBI_2016_Delimited_AllStates.txt
3,080976000000000,1997,2017,2005,NBI_2017_Delimited_AllStates.txt
3,080976000000000,1997,2018,2005,NBI_2018_Delimited_AllStates.txt
3,080976000000000,1997,2019,2005,NBI_2019_Delimited_AllStates.txt
3,081197000000000,1997,2013,2010,NBI_2013_Delimited_AllStates.txt
3,081197000000000,1997,2014,2010,NBI_2014_Delimited_AllStates.txt
3,081197000000000,1997,2015,2010,NBI_2015_Delimited_AllStates.txt
3,081197000000000,1997,2016,2010,NBI_2016_Delimited_AllStates.txt
3,081197000000000,1997,2017,2010,NBI_2017_Delimited_AllStates.txt
3,081240000000000,1997,2003,2002,NBI_2003_Delimited_AllStates.txt
3,081240000000000,1997,2004,2002,NBI_2004_Delimited_AllStates.txt
3,081240000000000,1997,2005,2002,NBI_2005_Delimited_AllStates.txt
3,081344000000000,1997,2020,2009,NBI_2020_Delimited_AllStates.txt
3,081344000000000,1997,2021,2009,NBI_2021_Delimited_AllStates.txt
3,081344000000000,1997,2022,2009,NBI_2022_Delimited_AllStates.txt
3,081344000000000,1997,2023,2009,NBI_2023_Delimited_AllStates.txt
3,081344000000000,1997,2024,2009,NBI_2024_Delimited_AllStates.txt
3,081344000000000,1997,2025,2009,NBI_2025_Delimited_AllStates.txt
3,081365000000000,1997,2017,2005,NBI_2017_Delimited_AllStates.txt
3,081365000000000,1997,2018,2005,NBI_2018_Delimited_AllStates.txt
3,081365000000000,1997,2019,2005,NBI_2019_Delimited_AllStates.txt
3,081365000000000,1997,2020,2005,NBI_2020_Delimited_AllStates.txt
3,081365000000000,1997,2021,2005,NBI_2021_Delimited_AllStates.txt
3,081365000000000,1997,2022,2005,NBI_2022_Delimited_AllStates.txt
3,081365000000000,1997,2023,2005,NBI_2023_Delimited_AllStates.txt
3,081410000000000,1997,2019,2010,NBI_2019_Delimited_AllStates.txt
3,081410000000000,1997,2020,2010,NBI_2020_Delimited_AllStates.txt
3,081410000000000,1997,2021,2010,NBI_2021_Delimited_AllStates.txt
3,081410000000000,1997,2022,2010,NBI_2022_Delimited_AllStates.txt
3,081410000000000,1997,2023,2010,NBI_2023_Delimited_AllStates.txt
3,081574000000000,1997,2010,2010,NBI_2010_Delimited_AllStates.txt
3,081574000000000,1997,2011,2010,NBI_2011_Delimited_AllStates.txt
3,081574000000000,1997,2012,2010,NBI_2012_Delimited_AllStates.txt
3,081574000000000,1997,2013,2010,NBI_2013_Delimited_AllStates.txt
3,081574000000000,1997,2014,2010,NBI_2014_Delimited_AllStates.txt
3,081574000000000,1997,2015,2010,NBI_2015_Delimited_AllStates.txt
3,081574000000000,1997,2016,2010,NBI_2016_Delimited_AllStates.txt
3,081574000000000,1997,2017,2010,NBI_2017_Delimited_AllStates.txt
3,081574000000000,1997,2018,2010,NBI_2018_Delimited_AllStates.txt
3,081574000000000,1997,2019,2010,NBI_2019_Delimited_AllStates.txt
3,081574000000000,1997,2020,2010,NBI_2020_Delimited_AllStates.txt
3,081574000000000,1997,2021,2010,NBI_2021_Delimited_AllStates.txt
3,081665000000000,1997,2007,2006,NBI_2007_Delimited_AllStates.txt
3,081665000000000,1997,2008,2006,NBI_2008_Delimited_AllStates.txt
3,081665000000000,1997,2009,2006,NBI_2009_Delimited_AllStates.txt
3,081665000000000,1997,2010,2006,NBI_2010_Delimited_AllStates.txt
3,081665000000000,1997,2011,2006,NBI_2011_Delimited_AllStates.txt
3,081665000000000,1997,2012,2006,NBI_2012_Delimited_AllStates.txt
3,081665000000000,1997,2013,2006,NBI_2013_Delimited_AllStates.txt
3,081665000000000,1997,2014,2006,NBI_2014_Delimited_AllStates.txt
3,081665000000000,1997,2015,2006,NBI_2015_Delimited_AllStates.txt
3,081665000000000,1997,2016,2006,NBI_2016_Delimited_AllStates.txt
3,081729000000000,1997,2004,1998,NBI_2004_Delimited_AllStates.txt
3,081729000000000,1997,2005,1998,NBI_2005_Delimited_AllStates.txt
3,081729000000000,1997,2006,1998,NBI_2006_Delimited_AllStates.txt
3,081729000000000,1997,2007,1998,NBI_2007_Delimited_AllStates.txt
3,081729000000000,1997,2008,1998,NBI_2008_Delimited_AllStates.txt
3,081729000000000,1997,2009,1998,NBI_2009_Delimited_AllStates.txt
3,081729000000000,1997,2010,1998,NBI_2010_Delimited_AllStates.txt
3,081729000000000,1997,2011,1998,NBI_2011_Delimited_AllStates.txt
3,081729000000000,1997,2012,1998,NBI_2012_Delimited_AllStates.txt
3,081729000000000,1997,2013,1998,NBI_2013_Delimited_AllStates.txt
3,081816000000000,1997,2000,1999,NBI_2000_Delimited_AllStates.txt
3,081816000000000,1997,2001,1999,NBI_2001_Delimited_AllStates.txt
3,081816000000000,1997,2002,1999,NBI_2002_Delimited_AllStates.txt
3,081816000000000,1997,2003,1999,NBI_2003_Delimited_AllStates.txt
3,081816000000000,1997,2004,1999,NBI_2004_Delimited_AllStates.txt
3,081816000000000,1997,2005,1999,NBI_2005_Delimited_AllStates.txt
3,081816000000000,1997,2006,1999,NBI_2006_Delimited_AllStates.txt
3,081816000000000,1997,2007,1999,NBI_2007_Delimited_AllStates.txt
3,081816000000000,1997,2008,1999,NBI_2008_Delimited_AllStates.txt
3,081816000000000,1997,2009,1999,NBI_2009_Delimited_AllStates.txt
3,081816000000000,1997,2010,1999,NBI_2010_Delimited_AllStates.txt
3,081816000000000,1997,2011,1999,NBI_2011_Delimited_AllStates.txt
3,081816000000000,1997,2012,1999,NBI_2012_Delimited_AllStates.txt
3,081816000000000,1997,2013,1999,NBI_2013_Delimited_AllStates.txt
3,081816000000000,1997,2014,1999,NBI_2014_Delimited_AllStates.txt
3,081816000000000,1997,2015,1999,NBI_2015_Delimited_AllStates.txt
3,081816000000000,1997,2016,1999,NBI_2016_Delimited_AllStates.txt
3,081816000000000,1997,2017,1999,NBI_2017_Delimited_AllStates.txt
3,082470000000000,1997,2009,2007,NBI_2009_Delimited_AllStates.txt
3,082470000000000,1997,2010,2007,NBI_2010_Delimited_AllStates.txt
3,082470000000000,1997,2011,2007,NBI_2011_Delimited_AllStates.txt
3,082470000000000,1997,2012,2007,NBI_2012_Delimited_AllStates.txt
3,082470000000000,1997,2013,2007,NBI_2013_Delimited_AllStates.txt
3,082470000000000,1997,2014,2007,NBI_2014_Delimited_AllStates.txt
3,082470000000000,1997,2015,2007,NBI_2015_Delimited_AllStates.txt
3,082470000000000,1997,2016,2007,NBI_2016_Delimited_AllStates.txt
3,082470000000000,1997,2017,2007,NBI_2017_Delimited_AllStates.txt
3,082470000000000,1997,2018,2007,NBI_2018_Delimited_AllStates.txt
3,082470000000000,1997,2019,2007,NBI_2019_Delimited_AllStates.txt
3,082470000000000,1997,2020,2007,NBI_2020_Delimited_AllStates.txt
3,082470000000000,1997,2021,2007,NBI_2021_Delimited_AllStates.txt
3,082470000000000,1997,2022,2007,NBI_2022_Delimited_AllStates.txt
3,082518000000000,1997,1997,9171,NBI_1997_Delimited_AllStates.txt
3,082590000000000,1997,2020,2019,NBI_2020_Delimited_AllStates.txt
3,082590000000000,1997,2021,2019,NBI_2021_Delimited_AllStates.txt
3,082590000000000,1997,2022,2019,NBI_2022_Delimited_AllStates.txt
3,083196000000000,1997,2020,2005,NBI_2020_Delimited_AllStates.txt
3,083196000000000,1997,2021,2005,NBI_2021_Delimited_AllStates.txt
3,083196000000000,1997,2022,2005,NBI_2022_Delimited_AllStates.txt
3,083196000000000,1997,2023,2005,NBI_2023_Delimited_AllStates.txt
3,083196000000000,1997,2024,2005,NBI_2024_Delimited_AllStates.txt
3,083196000000000,1997,2025,2005,NBI_2025_Delimited_AllStates.txt
3,083384000000000,1997,2005,2004,NBI_2005_Delimited_AllStates.txt
3,083384000000000,1997,2006,2004,NBI_2006_Delimited_AllStates.txt
3,083384000000000,1997,2007,2004,NBI_2007_Delimited_AllStates.txt
3,083384000000000,1997,2008,2004,NBI_2008_Delimited_AllStates.txt
3,083384000000000,1997,2009,2004,NBI_2009_Delimited_AllStates.txt
3,083384000000000,1997,2010,2004,NBI_2010_Delimited_AllStates.txt
3,083384000000000,1997,2011,2004,NBI_2011_Delimited_AllStates.txt
3,083384000000000,1997,2012,2004,NBI_2012_Delimited_AllStates.txt
3,083384000000000,1997,2013,2004,NBI_2013_Delimited_AllStates.txt
3,083384000000000,1997,2014,2004,NBI_2014_Delimited_AllStates.txt
3,083384000000000,1997,2015,2004,NBI_2015_Delimited_AllStates.txt
3,083384000000000,1997,2016,2004,NBI_2016_Delimited_AllStates.txt
3,083384000000000,1997,2017,2004,NBI_2017_Delimited_AllStates.txt
3,083384000000000,1997,2018,2004,NBI_2018_Delimited_AllStates.txt
3,083384000000000,1997,2019,2004,NBI_2019_Delimited_AllStates.txt
3,083513000000000,1997,2005,2004,NBI_2005_Delimited_AllStates.txt
3,083513000000000,1997,2006,2004,NBI_2006_Delimited_AllStates.txt
3,083513000000000,1997,2007,2004,NBI_2007_Delimited_AllStates.txt
3,083513000000000,1997,2008,2004,NBI_2008_Delimited_AllStates.txt
3,083513000000000,1997,2009,2004,NBI_2009_Delimited_AllStates.txt
3,083513000000000,1997,2010,2004,NBI_2010_Delimited_AllStates.txt
3,083513000000000,1997,2011,2004,NBI_2011_Delimited_AllStates.txt
3,083513000000000,1997,2012,2004,NBI_2012_Delimited_AllStates.txt
3,083513000000000,1997,2013,2004,NBI_2013_Delimited_AllStates.txt
3,083513000000000,1997,2014,2004,NBI_2014_Delimited_AllStates.txt
3,083513000000000,1997,2015,2004,NBI_2015_Delimited_AllStates.txt
3,083513000000000,1997,2016,2004,NBI_2016_Delimited_AllStates.txt
3,083513000000000,1997,2017,2004,NBI_2017_Delimited_AllStates.txt
3,083513000000000,1997,2018,2004,NBI_2018_Delimited_AllStates.txt
3,084186000000000,1997,2020,2005,NBI_2020_Delimited_AllStates.txt
3,084186000000000,1997,2021,2005,NBI_2021_Delimited_AllStates.txt
3,084186000000000,1997,2022,2005,NBI_2022_Delimited_AllStates.txt
3,084186000000000,1997,2023,2005,NBI_2023_Delimited_AllStates.txt
3,084206000000000,1997,2020,2005,NBI_2020_Delimited_AllStates.txt
3,084206000000000,1997,2021,2005,NBI_2021_Delimited_AllStates.txt
3,084206000000000,1997,2022,2005,NBI_2022_Delimited_AllStates.txt
3,084206000000000,1997,2023,2005,NBI_2023_Delimited_AllStates.txt
3,084357000000000,1997,2008,2005,NBI_2008_Delimited_AllStates.txt
3,084357000000000,1997,2009,2005,NBI_2009_Delimited_AllStates.txt
3,084357000000000,1997,2010,2005,NBI_2010_Delimited_AllStates.txt
3,084357000000000,1997,2011,2005,NBI_2011_Delimited_AllStates.txt
3,084357000000000,1997,2012,2005,NBI_2012_Delimited_AllStates.txt
3,084357000000000,1997,2013,2005,NBI_2013_Delimited_AllStates.txt
3,084357000000000,1997,2014,2005,NBI_2014_Delimited_AllStates.txt
3,084357000000000,1997,2015,2005,NBI_2015_Delimited_AllStates.txt
3,084357000000000,1997,2016,2005,NBI_2016_Delimited_AllStates.txt
3,084357000000000,1997,2017,2005,NBI_2017_Delimited_AllStates.txt
3,084357000000000,1997,2018,2005,NBI_2018_Delimited_AllStates.txt
3,084357000000000,1997,2019,2005,NBI_2019_Delimited_AllStates.txt
3,084357000000000,1997,2020,2005,NBI_2020_Delimited_AllStates.txt
3,084357000000000,1997,2021,2005,NBI_2021_Delimited_AllStates.txt
3,084357000000000,1997,2022,2005,NBI_2022_Delimited_AllStates.txt
3,084357000000000,1997,2023,2005,NBI_2023_Delimited_AllStates.txt
3,085295000000000,1997,2006,2005,NBI_2006_Delimited_AllStates.txt
3,085295000000000,1997,2007,2005,NBI_2007_Delimited_AllStates.txt
3,085295000000000,1997,2008,2005,NBI_2008_Delimited_AllStates.txt
3,085295000000000,1997,2009,2005,NBI_2009_Delimited_AllStates.txt
3,000000000001480,1998,2005,2003,NBI_2005_Delimited_AllStates.txt
3,000000000001480,1998,2006,2003,NBI_2006_Delimited_AllStates.txt
3,000000000001480,1998,2007,2003,NBI_2007_Delimited_AllStates.txt
3,000000000001480,1998,2008,2003,NBI_2008_Delimited_AllStates.txt
3,000000000001480,1998,2010,2003,NBI_2010_Delimited_AllStates.txt
3,000601710016200,1998,2006,2005,NBI_2006_Delimited_AllStates.txt
3,002201190017700,1998,2008,2005,NBI_2008_Delimited_AllStates.txt
3,002201190017700,1998,2009,2005,NBI_2009_Delimited_AllStates.txt
3,003301070007900,1998,2019,2017,NBI_2019_Delimited_AllStates.txt
3,003301070007900,1998,2020,2017,NBI_2020_Delimited_AllStates.txt
3,003301070007900,1998,2021,2017,NBI_2021_Delimited_AllStates.txt
3,003301070007900,1998,2022,2017,NBI_2022_Delimited_AllStates.txt
3,003301070007900,1998,2023,2017,NBI_2023_Delimited_AllStates.txt
3,003301070007900,1998,2024,2017,NBI_2024_Delimited_AllStates.txt
3,003301070007900,1998,2025,2017,NBI_2025_Delimited_AllStates.txt
3,009300920012100,1998,2001,2000,NBI_2001_Delimited_AllStates.txt
3,009300920012100,1998,2002,2000,NBI_2002_Delimited_AllStates.txt
3,009300920012100,1998,2003,2000,NBI_2003_Delimited_AllStates.txt
3,009300920012100,1998,2004,2000,NBI_2004_Delimited_AllStates.txt
3,009300920012100,1998,2005,2000,NBI_2005_Delimited_AllStates.txt
3,009300920012100,1998,2006,2000,NBI_2006_Delimited_AllStates.txt
3,009300920012100,1998,2007,2000,NBI_2007_Delimited_AllStates.txt
3,009300920012100,1998,2008,2000,NBI_2008_Delimited_AllStates.txt
3,009300920012100,1998,2009,2000,NBI_2009_Delimited_AllStates.txt
3,009300920012100,1998,2010,2000,NBI_2010_Delimited_AllStates.txt
3,009300920012100,1998,2011,2000,NBI_2011_Delimited_AllStates.txt
3,009300920012100,1998,2012,2000,NBI_2012_Delimited_AllStates.txt
3,009300920012100,1998,2013,2000,NBI_2013_Delimited_AllStates.txt
3,009300920012100,1998,2014,2000,NBI_2014_Delimited_AllStates.txt
3,009300920012100,1998,2015,2000,NBI_2015_Delimited_AllStates.txt
3,009300920012100,1998,2016,2000,NBI_2016_Delimited_AllStates.txt
3,009300920012100,1998,2017,2000,NBI_2017_Delimited_AllStates.txt
3,011500620006800,1998,2016,2015,NBI_2016_Delimited_AllStates.txt
3,011500620006800,1998,2017,2015,NBI_2017_Delimited_AllStates.txt
3,011500620006800,1998,2018,2015,NBI_2018_Delimited_AllStates.txt
3,011500620006800,1998,2019,2015,NBI_2019_Delimited_AllStates.txt
3,011500620006800,1998,2020,2015,NBI_2020_Delimited_AllStates.txt
3,011500620006800,1998,2021,2015,NBI_2021_Delimited_AllStates.txt
3,011500620006800,1998,2022,2015,NBI_2022_Delimited_AllStates.txt
3,011500620006800,1998,2023,2015,NBI_2023_Delimited_AllStates.txt
3,011500620006800,1998,2024,2015,NBI_2024_Delimited_AllStates.txt
3,011500620006800,1998,2025,2015,NBI_2025_Delimited_AllStates.txt
3,013500890009000,1998,2016,2015,NBI_2016_Delimited_AllStates.txt
3,013500890009000,1998,2017,2015,NBI_2017_Delimited_AllStates.txt
