method,structure_number,year,inventory_rating,previous_max_rating,source_file
4,100000140001010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,000000002215110,1998,22.6,22.5,NBI_1998_Delimited_AllStates.txt
4,000000002215290,1998,24.4,24.3,NBI_1998_Delimited_AllStates.txt
4,000000002216290,1998,24.4,24.3,NBI_1998_Delimited_AllStates.txt
4,000000002218460,1998,27.2,27.0,NBI_1998_Delimited_AllStates.txt
4,000000002218630,1998,22.6,22.5,NBI_1998_Delimited_AllStates.txt
4,000000002218720,1998,25.4,25.2,NBI_1998_Delimited_AllStates.txt
4,000000002255040,1998,29.0,28.8,NBI_1998_Delimited_AllStates.txt
4,000000002256020,1998,25.4,25.2,NBI_1998_Delimited_AllStates.txt
4,000000003218770,1998,22.6,22.5,NBI_1998_Delimited_AllStates.txt
4,000000003330430,1998,25.4,25.2,NBI_1998_Delimited_AllStates.txt
4,000000003331390,2000,40.8,0.9,NBI_2000_Delimited_AllStates.txt
4,000000003357570,1998,24.4,24.3,NBI_1998_Delimited_AllStates.txt
4,000000003357620,1998,25.4,25.2,NBI_1998_Delimited_AllStates.txt
4,000000003359330,1998,24.4,24.3,NBI_1998_Delimited_AllStates.txt
4,087203045900040,2007,32.7,32.4,NBI_2007_Delimited_AllStates.txt
4,157015030802810,2007,22.7,22.5,NBI_2007_Delimited_AllStates.txt
4,157015042702830,1999,8.1,0.0,NBI_1999_Delimited_AllStates.txt
4,157015042702830,2007,8.2,8.1,NBI_2007_Delimited_AllStates.txt
4,157015046303060,2007,31.8,31.5,NBI_2007_Delimited_AllStates.txt
4,157015046702720,2007,39.9,39.6,NBI_2007_Delimited_AllStates.txt
4,157015049203040,2007,7.3,7.2,NBI_2007_Delimited_AllStates.txt
4,157015052202820,2007,6.4,6.3,NBI_2007_Delimited_AllStates.txt
4,200008001019710,2007,35.4,35.1,NBI_2007_Delimited_AllStates.txt
4,200198017020150,2007,32.7,32.4,NBI_2007_Delimited_AllStates.txt
4,006434,2007,20.5,6.8,NBI_2007_Delimited_AllStates.txt
4,030087,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030088,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,030091,2005,32.7,32.6,NBI_2005_Delimited_AllStates.txt
4,030092,2005,32.7,32.6,NBI_2005_Delimited_AllStates.txt
4,030093,2005,32.7,32.6,NBI_2005_Delimited_AllStates.txt
4,030094,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030095,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,030097,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,030098,2006,32.7,32.6,NBI_2006_Delimited_AllStates.txt
4,030099,2006,32.7,32.6,NBI_2006_Delimited_AllStates.txt
4,030100,2005,32.7,32.6,NBI_2005_Delimited_AllStates.txt
4,030101,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,030102,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030103,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030104,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030105,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,030106,2000,32.7,32.6,NBI_2000_Delimited_AllStates.txt
4,030107,2009,32.7,32.6,NBI_2009_Delimited_AllStates.txt
4,090016,2002,22.6,18.0,NBI_2002_Delimited_AllStates.txt
4,090016,2006,22.7,22.6,NBI_2006_Delimited_AllStates.txt
4,104402,2001,27.9,27.0,NBI_2001_Delimited_AllStates.txt
4,150009,2006,20.9,20.8,NBI_2006_Delimited_AllStates.txt
4,150910,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,160037,2005,35.9,32.6,NBI_2005_Delimited_AllStates.txt
4,160050,2003,32.7,32.6,NBI_2003_Delimited_AllStates.txt
4,160077,2005,36.0,32.6,NBI_2005_Delimited_AllStates.txt
4,270045,2016,32.7,32.6,NBI_2016_Delimited_AllStates.txt
4,270047,2016,32.7,32.6,NBI_2016_Delimited_AllStates.txt
4,270056,2016,32.7,32.6,NBI_2016_Delimited_AllStates.txt
4,270057,2016,32.7,32.6,NBI_2016_Delimited_AllStates.txt
4,300049,2022,29.4,29.0,NBI_2022_Delimited_AllStates.txt
4,300050,2000,29.4,29.0,NBI_2000_Delimited_AllStates.txt
4,300055,2016,29.4,29.0,NBI_2016_Delimited_AllStates.txt
4,320016,2006,32.7,32.6,NBI_2006_Delimited_AllStates.txt
4,550068,2018,29.4,29.0,NBI_2018_Delimited_AllStates.txt
4,720003,2022,32.7,32.6,NBI_2022_Delimited_AllStates.txt
4,720029,2015,32.7,32.6,NBI_2015_Delimited_AllStates.txt
4,720042,2022,32.7,32.6,NBI_2022_Delimited_AllStates.txt
4,720089,2000,32.7,32.6,NBI_2000_Delimited_AllStates.txt
4,720941,2012,29.4,29.0,NBI_2012_Delimited_AllStates.txt
4,730011,2011,48.0,32.8,NBI_2011_Delimited_AllStates.txt
4,740028,2019,32.7,32.6,NBI_2019_Delimited_AllStates.txt
4,860008,2002,32.6,25.6,NBI_2002_Delimited_AllStates.txt
4,860029,2020,32.7,32.6,NBI_2020_Delimited_AllStates.txt
4,860134,2020,32.7,29.3,NBI_2020_Delimited_AllStates.txt
4,860337,2005,37.6,37.1,NBI_2005_Delimited_AllStates.txt
4,860338,2011,39.2,39.0,NBI_2011_Delimited_AllStates.txt
4,860385,2005,32.7,32.6,NBI_2005_Delimited_AllStates.txt
4,860386,2004,32.7,32.6,NBI_2004_Delimited_AllStates.txt
4,860387,2004,32.7,32.6,NBI_2004_Delimited_AllStates.txt
4,860388,2004,32.7,32.6,NBI_2004_Delimited_AllStates.txt
4,860389,2007,32.7,32.6,NBI_2007_Delimited_AllStates.txt
4,860390,2010,35.9,35.3,NBI_2010_Delimited_AllStates.txt
4,860393,2001,37.5,37.1,NBI_2001_Delimited_AllStates.txt
4,860393,2010,37.6,37.5,NBI_2010_Delimited_AllStates.txt
4,860477,2010,34.5,34.3,NBI_2010_Delimited_AllStates.txt
4,860512,2002,37.5,37.1,NBI_2002_Delimited_AllStates.txt
4,860512,2005,37.6,37.5,NBI_2005_Delimited_AllStates.txt
4,860515,2016,32.7,29.9,NBI_2016_Delimited_AllStates.txt
4,860517,2016,32.7,30.4,NBI_2016_Delimited_AllStates.txt
4,860519,2004,39.2,39.0,NBI_2004_Delimited_AllStates.txt
4,860535,2017,32.7,32.6,NBI_2017_Delimited_AllStates.txt
4,860536,2017,33.2,32.6,NBI_2017_Delimited_AllStates.txt
4,860541,2017,34.3,33.5,NBI_2017_Delimited_AllStates.txt
4,860920,2016,25.7,25.6,NBI_2016_Delimited_AllStates.txt
4,860941,2011,22.7,21.6,NBI_2011_Delimited_AllStates.txt
4,880077,2008,32.7,32.6,NBI_2008_Delimited_AllStates.txt
4,890060,2004,29.4,29.0,NBI_2004_Delimited_AllStates.txt
4,904990,2000,25.0,9.2,NBI_2000_Delimited_AllStates.txt
4,910081,2001,28.0,27.8,NBI_2001_Delimited_AllStates.txt
4,930359,2023,29.4,29.0,NBI_2023_Delimited_AllStates.txt
4,930362,2021,32.7,25.4,NBI_2021_Delimited_AllStates.txt
4,930398,2023,39.2,39.0,NBI_2023_Delimited_AllStates.txt
4,930439,2008,29.4,29.3,NBI_2008_Delimited_AllStates.txt
4,940001,2024,32.7,32.6,NBI_2024_Delimited_AllStates.txt
4,226005226000020,2006,32.7,32.4,NBI_2006_Delimited_AllStates.txt
4,33C10 392000387,2006,32.7,32.4,NBI_2006_Delimited_AllStates.txt
4,529005529000193,2006,32.7,32.4,NBI_2006_Delimited_AllStates.txt
4,002588,2012,22.0,13.6,NBI_2012_Delimited_AllStates.txt
4,030054,2006,32.7,32.6,NBI_2006_Delimited_AllStates.txt
4,030055,2006,32.7,32.6,NBI_2006_Delimited_AllStates.txt
4,157201,2012,26.1,23.9,NBI_2012_Delimited_AllStates.txt
4,550054,2024,32.7,27.2,NBI_2024_Delimited_AllStates.txt
4,860610,2020,32.7,32.6,NBI_2020_Delimited_AllStates.txt
4,870646,2001,32.7,32.6,NBI_2001_Delimited_AllStates.txt
4,870773,2001,50.0,49.0,NBI_2001_Delimited_AllStates.txt
4,930144,2001,30.0,29.9,NBI_2001_Delimited_AllStates.txt
4,930144,2005,34.2,30.0,NBI_2005_Delimited_AllStates.txt
4,157015049902740,2007,24.5,24.3,NBI_2007_Delimited_AllStates.txt
4,104304,2007,99.9,14.8,NBI_2007_Delimited_AllStates.txt
4,104306,2007,99.9,12.8,NBI_2007_Delimited_AllStates.txt
4,104312,2007,90.6,12.3,NBI_2007_Delimited_AllStates.txt
4,104312,2011,99.8,90.6,NBI_2011_Delimited_AllStates.txt
4,104322,2007,99.9,12.7,NBI_2007_Delimited_AllStates.txt
4,104331,2007,99.9,43.1,NBI_2007_Delimited_AllStates.txt
4,104335,2005,90.6,15.4,NBI_2005_Delimited_AllStates.txt
4,150113,2005,36.3,36.2,NBI_2005_Delimited_AllStates.txt
4,860333,2019,32.7,32.6,NBI_2019_Delimited_AllStates.txt
4,860334,2015,32.7,32.6,NBI_2015_Delimited_AllStates.txt
4,870602,2012,48.7,32.7,NBI_2012_Delimited_AllStates.txt
4,870645,2013,38.6,35.4,NBI_2013_Delimited_AllStates.txt
4,870647,2013,36.7,34.5,NBI_2013_Delimited_AllStates.txt
4,890122,2019,32.7,32.6,NBI_2019_Delimited_AllStates.txt
4,930448,2021,32.7,32.6,NBI_2021_Delimited_AllStates.txt
4,930449,2021,32.7,32.6,NBI_2021_Delimited_AllStates.txt
4,DAPPACSCH00B005,2004,40.0,21.0,NBI_2004_Delimited_AllStates.txt
4,DAPPACSCH00B009,2004,40.0,21.0,NBI_2004_Delimited_AllStates.txt
4,875000,2005,39.8,33.6,NBI_2005_Delimited_AllStates.txt
4,875001,2005,39.8,33.6,NBI_2005_Delimited_AllStates.txt
4,900098,2010,32.7,32.6,NBI_2010_Delimited_AllStates.txt
4,DAPPACSCH008,2004,40.0,21.0,NBI_2004_Delimited_AllStates.txt
4,CEPERDMS0000001,2004,32.7,29.9,NBI_2004_Delimited_AllStates.txt
4,CEPERDMS0000001,2013,36.3,32.7,NBI_2013_Delimited_AllStates.txt
4,110026,2011,35.3,29.1,NBI_2011_Delimited_AllStates.txt
4,490825,2004,32.7,0.0,NBI_2004_Delimited_AllStates.txt
4,23697,2012,32.4,32.0,NBI_2012_Delimited_AllStates.txt
4,C003612810P,2007,18.0,12.6,NBI_2007_Delimited_AllStates.txt
4,005980,2025,29.7,27.8,NBI_2025_Delimited_AllStates.txt
4,3100006,2006,11.8,5.4,NBI_2006_Delimited_AllStates.txt
4,0930288,2011,29.8,29.7,NBI_2011_Delimited_AllStates.txt
4,000000000250210,2010,11.1,9.0,NBI_2010_Delimited_AllStates.txt
4,000000001002222,2011,41.7,33.6,NBI_2011_Delimited_AllStates.txt
4,00000000000P907,2011,36.3,36.0,NBI_2011_Delimited_AllStates.txt
4,00000000000P908,2011,29.4,28.8,NBI_2011_Delimited_AllStates.txt
4,00000000000P061,2020,37.2,36.9,NBI_2020_Delimited_AllStates.txt
4,002682,2016,10.2,10.1,NBI_2016_Delimited_AllStates.txt
4,100000010036010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000010042010,2014,40.8,40.5,NBI_2014_Delimited_AllStates.txt
4,100000070008010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000110023010,2014,18.1,18.0,NBI_2014_Delimited_AllStates.txt
4,100000120022010,2014,29.9,29.7,NBI_2014_Delimited_AllStates.txt
4,100000230008010,2014,29.0,28.8,NBI_2014_Delimited_AllStates.txt
4,12883,2012,12.6,12.0,NBI_2012_Delimited_AllStates.txt
4,20461,2012,32.4,32.0,NBI_2012_Delimited_AllStates.txt
4,6042244,2015,37.3,32.4,NBI_2015_Delimited_AllStates.txt
4,080497000000000,2017,26.3,26.1,NBI_2017_Delimited_AllStates.txt
4,085167000000000,2013,29.7,13.5,NBI_2013_Delimited_AllStates.txt
4,085167000000000,2017,29.9,29.7,NBI_2017_Delimited_AllStates.txt
4,085274000000000,2017,30.8,30.6,NBI_2017_Delimited_AllStates.txt
4,000000000076211,2012,54.4,54.0,NBI_2012_Delimited_AllStates.txt
4,000000000302550,2013,19.8,19.6,NBI_2013_Delimited_AllStates.txt
4,100000010011010,2014,49.0,48.6,NBI_2014_Delimited_AllStates.txt
4,100000010016010,2014,40.8,40.5,NBI_2014_Delimited_AllStates.txt
4,100000010068010,2014,43.5,43.2,NBI_2014_Delimited_AllStates.txt
4,100000010167030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000020047020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030047010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030048010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030066010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030086010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030091010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030093010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050002010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050010030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050018010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050021030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050025030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050030010,2014,9.1,9.0,NBI_2014_Delimited_AllStates.txt
4,100000050030010,2016,25.4,9.1,NBI_2016_Delimited_AllStates.txt
4,100000070046010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000070058010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000080013010,2012,72.9,32.4,NBI_2012_Delimited_AllStates.txt
4,100000080013010,2014,73.5,72.9,NBI_2014_Delimited_AllStates.txt
4,100000080049030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000100167030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000100168030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000110003010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000110025010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000110030020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000110034010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000120081030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000130112030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000150060010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000150072020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000160111010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000170008020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000170017010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000170020010,2011,48.6,32.4,NBI_2011_Delimited_AllStates.txt
4,100000170020010,2014,49.0,48.6,NBI_2014_Delimited_AllStates.txt
4,100000180005040,2011,47.7,32.4,NBI_2011_Delimited_AllStates.txt
4,100000180005040,2014,48.1,47.7,NBI_2014_Delimited_AllStates.txt
4,100000180017010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000200011020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000200012010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000200028030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000200029030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000210007020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000210038010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000210039010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000210040020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000210049010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000220009010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000220044030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000230009020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,13824,2012,16.2,16.0,NBI_2012_Delimited_AllStates.txt
4,20505,2012,18.9,18.0,NBI_2012_Delimited_AllStates.txt
4,20509,2012,18.9,18.0,NBI_2012_Delimited_AllStates.txt
4,21200,2012,6.3,6.0,NBI_2012_Delimited_AllStates.txt
4,085177000000000,2017,20.0,19.8,NBI_2017_Delimited_AllStates.txt
4,085624000000000,2017,39.0,38.7,NBI_2017_Delimited_AllStates.txt
4,085624000000000,2020,44.4,39.0,NBI_2020_Delimited_AllStates.txt
4,085624000000000,2022,66.2,44.4,NBI_2022_Delimited_AllStates.txt
4,000000000023165,2016,32.7,17.2,NBI_2016_Delimited_AllStates.txt
4,23405,2012,9.9,9.0,NBI_2012_Delimited_AllStates.txt
4,085276000000000,2017,25.4,25.2,NBI_2017_Delimited_AllStates.txt
4,000000000074771,2012,32.7,32.4,NBI_2012_Delimited_AllStates.txt
4,000000000081331,2012,32.7,32.4,NBI_2012_Delimited_AllStates.txt
4,000000000107720,2012,24.5,24.3,NBI_2012_Delimited_AllStates.txt
4,000000000348364,2012,32.7,32.4,NBI_2012_Delimited_AllStates.txt
4,100000010024020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000010086020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000010176020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030042010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030090010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030094010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000030105010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000050004030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000060010020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000070065030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000080029010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000100040010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000140017010,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000150040020,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000160262030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000180034030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000180037030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,100000230038030,2014,32.7,32.4,NBI_2014_Delimited_AllStates.txt
4,200000M-0186010,2014,65.3,64.8,NBI_2014_Delimited_AllStates.txt
4,000000000006945,2017,34.6,34.2,NBI_2017_Delimited_AllStates.txt
4,000000000010166,2017,71.5,71.0,NBI_2017_Delimited_AllStates.txt
4,000000000010645,2013,23.0,22.7,NBI_2013_Delimited_AllStates.txt
4,000000000010696,2012,10.9,9.1,NBI_2012_Delimited_AllStates.txt
4,000000000010696,2013,11.0,10.9,NBI_2013_Delimited_AllStates.txt
4,000000000010700,2013,32.0,31.8,NBI_2013_Delimited_AllStates.txt
4,000000000010701,2012,40.0,39.9,NBI_2012_Delimited_AllStates.txt
4,000000000010708,2024,8.2,7.3,NBI_2024_Delimited_AllStates.txt
4,000000000001580,2014,99.9,45.3,NBI_2014_Delimited_AllStates.txt
4,000000000001980,2018,71.7,26.3,NBI_2018_Delimited_AllStates.txt
4,000000000002760,2013,26.3,20.9,NBI_2013_Delimited_AllStates.txt
4,000000000003150,2014,99.9,31.5,NBI_2014_Delimited_AllStates.txt
4,000000000003900,2013,99.9,13.4,NBI_2013_Delimited_AllStates.txt
4,000000000005150,2014,99.9,39.6,NBI_2014_Delimited_AllStates.txt
4,000000000008890,2012,31.7,19.1,NBI_2012_Delimited_AllStates.txt
4,085193000000000,2017,35.4,35.1,NBI_2017_Delimited_AllStates.txt
4,085193000000000,2020,46.3,35.4,NBI_2020_Delimited_AllStates.txt
4,00000000020A839,2012,38.1,37.8,NBI_2012_Delimited_AllStates.txt
4,0921000003054,2012,32.4,0.9,NBI_2012_Delimited_AllStates.txt
4,0921000003054,2015,32.7,32.4,NBI_2015_Delimited_AllStates.txt
4,0632473,2017,32.7,32.4,NBI_2017_Delimited_AllStates.txt
4,3132269,2015,24.3,2.4,NBI_2015_Delimited_AllStates.txt
4,085504000000000,2015,23.4,20.7,NBI_2015_Delimited_AllStates.txt
4,085504000000000,2017,23.6,23.4,NBI_2017_Delimited_AllStates.txt
4,088268000000000,2017,41.7,41.4,NBI_2017_Delimited_AllStates.txt
4,000784,2016,19.1,19.0,NBI_2016_Delimited_AllStates.txt
4,000541103105485,2016,24.5,19.8,NBI_2016_Delimited_AllStates.txt
4,000541113005588,2015,10.9,10.8,NBI_2015_Delimited_AllStates.txt
4,000000000003072,2017,32.7,32.4,NBI_2017_Delimited_AllStates.txt
4,3131408,2015,39.3,39.2,NBI_2015_Delimited_AllStates.txt
4,3131416,2015,34.4,34.3,NBI_2015_Delimited_AllStates.txt
4,3133699,2015,43.5,43.4,NBI_2015_Delimited_AllStates.txt
4,3139433,2015,31.2,31.1,NBI_2015_Delimited_AllStates.txt
4,8631611,2014,25.9,3.2,NBI_2014_Delimited_AllStates.txt
4,8631611,2015,26.0,25.9,NBI_2015_Delimited_AllStates.txt
4,8635307,2014,4.2,3.2,NBI_2014_Delimited_AllStates.txt
4,8635307,2015,24.3,4.2,NBI_2015_Delimited_AllStates.txt
4,000000000000270,2014,99.9,18.5,NBI_2014_Delimited_AllStates.txt
4,000000000001340,2014,99.9,17.0,NBI_2014_Delimited_AllStates.txt
4,000000000002040,2019,28.8,10.0,NBI_2019_Delimited_AllStates.txt
4,000000000009719,2020,32.7,32.4,NBI_2020_Delimited_AllStates.txt
4,000000000010240,2014,49.0,24.3,NBI_2014_Delimited_AllStates.txt
4,000000000110160,2014,42.0,23.4,NBI_2014_Delimited_AllStates.txt
4,000011047005887,2015,20.0,19.8,NBI_2015_Delimited_AllStates.txt
4,5044286,2015,35.7,35.6,NBI_2015_Delimited_AllStates.txt
4,000000000060360,2020,39.9,27.0,NBI_2020_Delimited_AllStates.txt
4,0632457,2017,32.7,32.4,NBI_2017_Delimited_AllStates.txt
4,000000000039241,2016,36.3,36.2,NBI_2016_Delimited_AllStates.txt
4,085050000000000,2017,22.7,22.5,NBI_2017_Delimited_AllStates.txt
4,085050000000000,2020,26.3,22.7,NBI_2020_Delimited_AllStates.txt
4,100000010047010,2017,32.7,10.0,NBI_2017_Delimited_AllStates.txt
4,000000000008740,2019,9.4,7.3,NBI_2019_Delimited_AllStates.txt
4,130080AA0131001,2018,24.5,24.3,NBI_2018_Delimited_AllStates.txt
4,180570019603068,2018,32.7,32.4,NBI_2018_Delimited_AllStates.txt
4,000000012151330,2021,20.0,19.8,NBI_2021_Delimited_AllStates.txt
4,085117000000000,2022,32.7,20.0,NBI_2022_Delimited_AllStates.txt
4,0400088,2024,34.6,34.5,NBI_2024_Delimited_AllStates.txt
4,2896,2025,99.9,13.9,NBI_2025_Delimited_AllStates.txt
4,3804,2025,99.9,16.9,NBI_2025_Delimited_AllStates.txt
3,000000000078960,2000,22.9,5.8,NBI_2000_Delimited_AllStates.txt
3,000000003346300,1998,27.2,27.0,NBI_1998_Delimited_AllStates.txt
3,08003 039 05157,2005,36.0,32.4,NBI_2005_Delimited_AllStates.txt
3,08013 039 05138,2005,27.0,24.3,NBI_2005_Delimited_AllStates.txt
3,08320 039 02717,2005,23.0,20.7,NBI_2005_Delimited_AllStates.txt
3,08951 039Y04635,2005,22.0,19.8,NBI_2005_Delimited_AllStates.txt
3,000000JE0000000,2016,39.6,22.5,NBI_2016_Delimited_AllStates.txt
3,0003606A0000000,2017,20.9,20.7,NBI_2017_Delimited_AllStates.txt
3,0003825A0000000,2017,24.5,24.3,NBI_2017_Delimited_AllStates.txt
3,0003939B0000000,2017,29.9,29.7,NBI_2017_Delimited_AllStates.txt
3,0004057B0000000,1998,18.0,12.6,NBI_1998_Delimited_AllStates.txt
3,0004190A0000000,1998,26.1,24.3,NBI_1998_Delimited_AllStates.txt
3,0007057B0000000,1998,41.4,36.0,NBI_1998_Delimited_AllStates.txt
3,0007070A0000000,2017,29.0,28.8,NBI_2017_Delimited_AllStates.txt
3,0007840A0000000,2017,43.5,43.2,NBI_2017_Delimited_AllStates.txt
3,0013135A0000000,2017,45.4,45.0,NBI_2017_Delimited_AllStates.txt
3,0013135B0000000,2017,37.2,36.9,NBI_2017_Delimited_AllStates.txt
3,0014269D0000000,1998,59.4,32.4,NBI_1998_Delimited_AllStates.txt
3,0014272B0000000,1998,53.1,40.5,NBI_1998_Delimited_AllStates.txt
3,0014432A0000000,1998,64.8,40.5,NBI_1998_Delimited_AllStates.txt
3,0014432B0000000,1998,52.2,40.5,NBI_1998_Delimited_AllStates.txt
3,0014561A0000000,1998,46.8,40.5,NBI_1998_Delimited_AllStates.txt
3,0014577B0000000,2015,72.0,40.5,NBI_2015_Delimited_AllStates.txt
3,0014577B0000000,2017,72.6,72.0,NBI_2017_Delimited_AllStates.txt
3,0014621A0000000,1998,51.3,40.5,NBI_1998_Delimited_AllStates.txt
3,0014655B0000000,1998,51.3,40.5,NBI_1998_Delimited_AllStates.txt
3,0014662A0000000,1998,89.1,40.5,NBI_1998_Delimited_AllStates.txt
3,0014662A0000000,1999,99.9,89.1,NBI_1999_Delimited_AllStates.txt
3,0014711A0000000,1998,47.7,40.5,NBI_1998_Delimited_AllStates.txt
3,0014737A0000000,1998,54.9,40.5,NBI_1998_Delimited_AllStates.txt
3,0014768B0000000,1998,54.0,40.5,NBI_1998_Delimited_AllStates.txt
3,0014776A0000000,1998,41.4,40.5,NBI_1998_Delimited_AllStates.txt
3,0014776B0000000,1998,45.9,40.5,NBI_1998_Delimited_AllStates.txt
3,0014776D0000000,1998,55.8,40.5,NBI_1998_Delimited_AllStates.txt
3,0014776F0000000,1998,54.0,40.5,NBI_1998_Delimited_AllStates.txt
3,0014916A0000000,1998,43.2,40.5,NBI_1998_Delimited_AllStates.txt
3,0014919B0000000,1998,47.7,40.5,NBI_1998_Delimited_AllStates.txt
3,0014923A0000000,1998,67.5,40.5,NBI_1998_Delimited_AllStates.txt
3,079634000000000,2017,46.3,45.9,NBI_2017_Delimited_AllStates.txt
3,079635000000000,2019,29.9,25.2,NBI_2019_Delimited_AllStates.txt
3,079666000000000,2017,35.4,35.1,NBI_2017_Delimited_AllStates.txt
3,079672000000000,2017,16.3,16.2,NBI_2017_Delimited_AllStates.txt
3,079673000000000,2017,29.9,29.7,NBI_2017_Delimited_AllStates.txt
3,079689000000000,2017,20.9,20.7,NBI_2017_Delimited_AllStates.txt
3,079697000000000,2017,20.9,20.7,NBI_2017_Delimited_AllStates.txt
3,079705000000000,2017,18.1,18.0,NBI_2017_Delimited_AllStates.txt
3,079716000000000,2017,24.5,24.3,NBI_2017_Delimited_AllStates.txt
3,079726000000000,2017,35.4,35.1,NBI_2017_Delimited_AllStates.txt
3,079735000000000,2017,21.8,21.6,NBI_2017_Delimited_AllStates.txt
3,079845000000000,2017,33.6,33.3,NBI_2017_Delimited_AllStates.txt
3,079848000000000,2017,41.7,41.4,NBI_2017_Delimited_AllStates.txt
3,079849000000000,2017,22.7,22.5,NBI_2017_Delimited_AllStates.txt
